,tweet_id,created_at,favorite_count,retweet_count,stage,name,ratings,url,text,jpg_url,img_num,breed
10,890006608113172480,2017-07-26 00:31:25,28508,6592,unknown,Koda,13/10,https://t.co/dVPW0B0Mme,This is Koda. He is a South Australian deckshark. Deceptively deadly. Frighteningly majestic. 13/10 would risk a petting #BarkWeek ,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,1,Samoyed
11,889880896479866881,2017-07-25 16:11:53,25927,4484,unknown,Bruno,13/10,https://t.co/u1XPQMl29g,This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy ,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,1,French_bulldog
12,889665388333682689,2017-07-25 01:55:32,44630,8995,puppo,None,13/10,https://t.co/BxvuXk0UCm,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 ,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,1,Pembroke
13,889638837579907072,2017-07-25 00:10:02,25115,4033,unknown,Ted,12/10,https://t.co/f8dEDcrKSR,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist ,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,1,French_bulldog
14,889531135344209921,2017-07-24 17:02:04,14079,2030,puppo,Stuart,13/10,https://t.co/y70o6h3isq,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek ,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,1,golden_retriever
15,889278841981685760,2017-07-24 00:19:32,23385,4802,unknown,Oliver,13/10,https://t.co/WpHvrQedPb,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek ,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,1,whippet
16,888917238123831296,2017-07-23 00:22:39,27029,4046,unknown,Jim,12/10,https://t.co/chxruIOUJN,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both ,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,1,golden_retriever
17,888804989199671297,2017-07-22 16:56:37,23737,3812,unknown,Zeke,13/10,https://t.co/HTQ77yNQ5K,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best ,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,1,golden_retriever
18,888554962724278272,2017-07-22 00:23:06,18330,3122,unknown,Ralphus,13/10,https://t.co/YnYAFCTTiK,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af ,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,3,Siberian_husky
19,888078434458587136,2017-07-20 16:49:33,20239,3125,unknown,Canela,13/10,https://t.co/DK7iDPfuRX,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway ,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1,French_bulldog
20,887705289381826560,2017-07-19 16:06:48,28129,4862,unknown,Gerald,12/10,https://t.co/PhrUk20Q64,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic ,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1,basset
21,887517139158093824,2017-07-19 03:39:09,43093,10607,unknown,Jeffrey,13/10,https://t.co/20VrLAA8ba,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) ,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,1,unknown
22,887473957103951883,2017-07-19 00:47:34,63840,16195,unknown,such,14/10,https://t.co/cLyzpcUcMX,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her ,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,2,Pembroke
23,887343217045368832,2017-07-18 16:08:03,31288,9442,unknown,Canela,13/10,https://t.co/WZqNqygEyV,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) ,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,1,Mexican_hairless
24,887101392804085760,2017-07-18 00:07:08,28458,5373,unknown,None,13/10,https://t.co/4Ad1jzJSdp,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof ,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,1,Samoyed
25,886983233522544640,2017-07-17 16:17:36,32405,6899,unknown,None,12/10,https://t.co/I6oNy0CgiT,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in ,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2,Chihuahua
26,886736880519319552,2017-07-16 23:58:41,11120,2885,unknown,Maya,13/10,https://t.co/bVi0Yr4Cff,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

 https://t.co/ISvKOSkd5b",https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1,kuvasz
27,886680336477933568,2017-07-16 20:14:00,20891,4027,unknown,Mingus,13/10,https://t.co/BCoWue0abA,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal ,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,1,unknown
28,886366144734445568,2017-07-15 23:25:31,19630,2853,unknown,Derek,13/10,https://t.co/RGE08MIJox,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe ,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1,French_bulldog
29,886258384151887873,2017-07-15 16:17:19,26004,5690,unknown,None,12/10,https://t.co/xZDA9Qsq1O,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles ,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,1,pug
30,885984800019947520,2017-07-14 22:10:11,30280,6054,unknown,None,12/10,https://t.co/BuveP0uMF1,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution ,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1,Blenheim_spaniel
31,885528943205470208,2017-07-13 15:58:47,33394,5757,unknown,Jimbo,12/10,https://t.co/tp1kQ8i9JF,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly ,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1,pug
32,885167619883638784,2017-07-12 16:03:00,20335,3932,unknown,Lilly,13/10,https://t.co/44ItaMubBf,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 ,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4,malamute
33,884925521741709313,2017-07-12 00:01:00,71561,16256,unknown,None,13/10,https://t.co/MYJvdlNRVa,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl ",https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1,Italian_greyhound
34,884876753390489601,2017-07-11 20:47:12,25848,5023,unknown,Earl,12/10,https://t.co/74TKAUsLkO,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola ,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1,chow
35,884562892145688576,2017-07-11 00:00:02,22595,4235,unknown,Lola,13/10,https://t.co/1r4MFCbCX5,This is Kevin. He's just so happy. 13/10 what is your secret Kevin ,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1,pug
36,884441805382717440,2017-07-10 15:58:53,25172,5129,unknown,Kevin,13/10,https://t.co/vvBOcC2VdC,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) ",https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1,Pembroke
37,884162670584377345,2017-07-09 21:29:42,18963,2695,unknown,None,13/10,https://t.co/YSI00BzTBZ,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo ,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,1,German_shepherd
38,883838122936631299,2017-07-09 00:00:04,20303,3091,doggo,Yogi,12/10,https://t.co/V85xujjDDY,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy ,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,1,Doberman
39,883482846933004288,2017-07-08 00:28:19,42566,8896,unknown,Noah,12/10,https://t.co/qjrljjt948,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 ",https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,1,golden_retriever
40,883360690899218434,2017-07-07 16:22:55,21077,3330,unknown,Bella,5/10,https://t.co/rf661IFEYP,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck ,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,1,chow
41,883117836046086144,2017-07-07 00:17:54,34483,5989,floofer,Grizzwald,13/10,https://t.co/Se5fZ9wp5E,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat ",https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,2,golden_retriever
42,882992080364220416,2017-07-06 15:58:11,22203,3503,unknown,None,13/10,https://t.co/tyER0KpdXj,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy ,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,1,Eskimo_dog
43,882762694511734784,2017-07-06 00:46:41,26268,4398,unknown,Rusty,13/10,https://t.co/D43I96SlVu,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl ,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1,Labrador_retriever
44,882627270321602560,2017-07-05 15:48:34,26031,5471,pupper,Gus,12/10,https://t.co/Nx52PGwH94,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) ,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1,Pembroke
45,882268110199369728,2017-07-04 16:01:23,41643,10438,unknown,Stanley,13/10,https://t.co/fYP5RlutfA,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 ,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1,golden_retriever
46,882045870035918850,2017-07-04 01:18:17,27252,4394,unknown,Alfy,13/10,https://t.co/zeDpnsKX7w,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko ",https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,1,golden_retriever
47,881906580714921986,2017-07-03 16:04:48,22623,3066,unknown,Koko,13/10,https://t.co/503CgWbhxQ,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable ,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,1,Weimaraner
48,881666595344535552,2017-07-03 00:11:11,47109,9617,unknown,Rey,12/10,https://t.co/7CSWCl8I6s,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely ,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1,Saluki
49,881536004380872706,2017-07-02 15:32:16,45990,14426,unknown,None,17/10,https://t.co/ghXBIIeQZF,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) ",https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,1,Samoyed
50,881268444196462592,2017-07-01 21:49:04,21618,4763,pupper,a,14/10,https://t.co/cgwJwowTMC,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet ,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,1,unknown
51,880935762899988482,2017-06-30 23:47:07,15902,2522,unknown,Elliot,12/10,https://t.co/D0wb1GlKAt,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking ,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,1,unknown
52,880872448815771648,2017-06-30 19:35:32,19790,3449,unknown,Louis,13/10,https://t.co/WiAMbTkDPf,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 ,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,1,Pembroke
53,880465832366813184,2017-06-29 16:39:47,26468,5592,unknown,None,12/10,https://t.co/4VsFysDmiw,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop ,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1,golden_retriever
54,880221127280381952,2017-06-29 00:27:25,25068,3760,unknown,Bella,12/10,https://t.co/fUod0tVmvK,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well ,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,1,Chihuahua
55,880095782870896641,2017-06-28 16:09:20,25674,3915,unknown,Jesse,12/10,https://t.co/HauE8M3Bu4,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 ,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,1,miniature_pinscher
56,879862464715927552,2017-06-28 00:42:13,20788,3143,unknown,None,11/10,https://t.co/Qh5aEkRQm9,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 ,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,3,basset
57,879492040517615616,2017-06-27 00:10:17,21848,2878,unknown,None,14/10,https://t.co/IxM9IMKQq8,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 ,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,1,German_short-haired_pointer
58,879415818425184262,2017-06-26 19:07:24,98374,40145,unknown,Bailey,12/10,https://t.co/UDT7ZkcTgY,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) ,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,1,English_springer
59,879376492567855104,2017-06-26 16:31:08,15634,2824,unknown,Duddles,13/10,https://t.co/0gOi601EAa,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by ,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,1,Labrador_retriever
60,879050749262655488,2017-06-25 18:56:45,20968,4244,unknown,Emmy,14/10,https://t.co/2mJCDEJWdD,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet ,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,1,unknown
61,879008229531029506,2017-06-25 16:07:47,17695,2421,unknown,Steven,11/10,https://t.co/YDtpCjIPKN,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs ,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,1,vizsla
62,878776093423087618,2017-06-25 00:45:22,18037,3697,unknown,Beau,13/10,https://t.co/lNZwgNO4gS,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth ,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,2,Italian_greyhound
63,878281511006478336,2017-06-23 16:00:04,7198,1161,unknown,Terrance,11/10,https://t.co/245xJJElsY,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

 https://t.co/lUiQH219v6",https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,1,basset
64,878057613040115712,2017-06-23 01:10:23,39184,6144,unknown,Shadow,13/10,https://t.co/cwtWnHMVpe,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved ,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,1,French_bulldog
65,877736472329191424,2017-06-22 03:54:17,73747,17115,unknown,Emmy,14/10,https://t.co/lsPyyAiF1r,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again ,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,2,Chesapeake_Bay_retriever
66,877556246731214848,2017-06-21 15:58:08,21128,3439,pupper,None,14/10,https://t.co/OYdDlfOGXP,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options ,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,1,basset
67,877316821321428993,2017-06-21 00:06:44,25528,4700,unknown,Penny,12/10,https://t.co/SHRTIo5pxc,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy ",https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,1,Saluki
68,877201837425926144,2017-06-20 16:29:50,25235,5038,unknown,Dante,13/10,https://t.co/4g4cfj3P4Y,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop ,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,1,Pembroke
69,876838120628539392,2017-06-19 16:24:33,19272,3022,unknown,Nelly,12/10,https://t.co/j211oCDRs6,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately ,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,1,bloodhound
70,876484053909872640,2017-06-18 16:57:37,17506,2140,unknown,None,14/10,https://t.co/26BXueUgbs,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy ,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,1,golden_retriever
71,876120275196170240,2017-06-17 16:52:05,26078,4223,unknown,Benedict,13/10,https://t.co/ejExJFq3ek,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite ",https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,1,Bernese_mountain_dog
72,875747767867523072,2017-06-16 16:11:53,23445,3878,unknown,Venti,13/10,https://t.co/V2WlACRJCN,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl ",https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,1,Labrador_retriever
73,875144289856114688,2017-06-15 00:13:52,20451,4442,unknown,Goose,13/10,https://t.co/ogith9ejNj,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene ,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,1,Siberian_husky
74,875021211251597312,2017-06-14 16:04:48,23785,4272,unknown,None,13/10,https://t.co/brCQoqc8AW,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck ,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,2,West_Highland_white_terrier
75,874680097055178752,2017-06-13 17:29:20,25957,4203,unknown,None,12/10,https://t.co/lZhtizkURD,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly ,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,1,Labrador_retriever
76,874296783580663808,2017-06-12 16:06:11,24307,3738,unknown,Coco,12/10,https://t.co/0YplNnSMEm,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract ,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,1,cocker_spaniel
77,874057562936811520,2017-06-12 00:15:36,21221,3617,pupper,Jed,13/10,https://t.co/pwY9PQhtP2,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10 ",https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,1,flat-coated_retriever
78,874012996292530176,2017-06-11 21:18:31,31972,9283,unknown,None,12/10,https://t.co/XBE0evJZ6V,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo ",https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,2,Cardigan
79,873580283840344065,2017-06-10 16:39:04,22627,3577,puppo,Sebastian,13/10,https://t.co/mNuMH9400n,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly ",https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg,1,Newfoundland
80,873213775632977920,2017-06-09 16:22:42,6689,1443,unknown,None,13/10,https://t.co/Xp01EU3qyD,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

 https://t.co/V5lkvrGLdQ",https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,1,vizsla
81,872967104147763200,2017-06-09 00:02:31,25463,4924,pupper,Sierra,12/10,https://t.co/EMYIdoblMR,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo ,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,2,Labrador_retriever
82,872820683541237760,2017-06-08 14:20:41,13777,3379,pupper,Sierra,12/10,https://t.co/17FVMl4VZ5,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10 ",https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg,3,pug
83,872620804844003328,2017-06-08 01:06:27,19392,3316,doggo,None,12/10,https://t.co/lUcpnZDPz9,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... ,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,1,cocker_spaniel
84,872486979161796608,2017-06-07 16:14:40,38133,8237,unknown,None,13/10,https://t.co/BZHiKx3FpQ,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... 12/10 ,https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg,1,Pembroke
85,872122724285648897,2017-06-06 16:07:15,32072,7375,unknown,None,14/10,https://t.co/PKSpmiefwN,This is Kody. He's a baller. Wishes he was a little bit taller. Double dribbles often. Still 12/10 would happily get dunked on ,https://pbs.twimg.com/media/DBpm-5UXcAUeCru.jpg,1,pug
86,871879754684805121,2017-06-06 00:01:46,35164,9988,unknown,Monkey,13/10,https://t.co/uK6PNyeh9w,Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supupporting her owner. 13/10 ,https://pbs.twimg.com/media/DBmKAmBXUAE-pQ-.jpg,1,Shetland_sheepdog
87,871762521631449091,2017-06-05 16:15:56,18930,3178,unknown,None,12/10,https://t.co/AiVljI6QCg,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter. 12/10 ,https://pbs.twimg.com/media/DBkfY58XcAEdzZy.jpg,2,Labrador_retriever
88,871515927908634625,2017-06-04 23:56:03,18911,3173,unknown,Harry,13/10,https://t.co/PR7B7w1rUw,This is Napolean. He's a Raggedy East Nicaraguan Zoom Zoom. Runs on one leg. Built for deception. No eyes. Good with kids. 12/10 great doggo ,https://pbs.twimg.com/media/DBg_HT9WAAEeIMM.jpg,2,komondor
89,871032628920680449,2017-06-03 15:55:36,21314,3484,pupper,Rover,12/10,https://t.co/noNpY2Laoo,"This is Boomer. He's doing an advanced water takeoff. The opposite of Sully. Ears for control, mlem for style. 13/10 simply breathtaking ",https://pbs.twimg.com/media/DBaHi3YXgAE6knM.jpg,1,kelpie
90,870804317367881728,2017-06-03 00:48:22,31561,5664,doggo,Napolean,12/10,https://t.co/GCD1JccCyi,Real funny guys. Sending in a pic without a dog in it. Hilarious. We'll rate the rug tho because it's giving off a very good vibe. 11/10 ,https://pbs.twimg.com/media/DBW35ZsVoAEWZUU.jpg,1,unknown
91,870656317836468226,2017-06-02 15:00:16,11575,2404,doggo,None,14/10,https://t.co/4hxnDOt1CV,"This is Cody. He zoomed too aggressively and tore his ACL. Happens to the best of us. Still 13/10

Help Cody here:  https://t.co/42ryYRQ2Q4",https://pbs.twimg.com/media/DBUxSSTXsAA-Jn1.jpg,4,Pembroke
